Date,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_Avg,SRP_1,SRP_2,SRP_3,SRP_4,SRP_5,SRP_6,SRP_Avg,POP_1,POP_2,POP_3,POP_4,POP_5,POP_6,POP_Avg,PON_1,PON_2,PON_3,PON_4,PON_5,PON_6,PON_Avg,POC_1,POC_2,POC_3,POC_4,POC_5,POC_6,POC_Avg,Temp,Chlorophyll,Salinity,picoeuk_ml,PNEconc_ml,Proconc_ml,Synconc_ml,JGI_DOI,JGI_Project_Name,JGI_Sequencing_Project_ID,JGI_Library_Name,JGI_Project_ID,NCBI_BioSample
6/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.306,3.198,33.472,39043.31,,,,,,,,,
6/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36,2.116,33.498,,51971.94,4630.76,102286.85,,,,,,
6/15/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,2.065,33.499,,,,,,,,,,
6/16/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.043,2.304,33.511,28650.19,,,,,,,,,
6/17/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.406,2.418,33.523,,41661.81,3561.27,102114.65,,,,,,
6/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.329,3.544,33.465,26840.85,,,,,,,,,
6/19/2013,,,0.08,,0.08,,0.08,0.232,,0.219,,,,0.226,0.345,0.323,0.466,0.368,0.488,0.325,0.386,5.188,5.926,5.259,5.831,5.688,6.092,5.664,43.295,40.519,44.96,40.797,46.07,44.12731981,43.295,19.209,2.225,33.512,,37830.74,2370.75,108753.27,,,,,,
6/20/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.431,2.046,33.499,16996.99,,,,,,,,,
6/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.632,2.403,33.484,,20094.85,3249.75,79433.18,,,,,,
6/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.344,2.531,33.496,,,,,,,,,,
6/23/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.143,2.79,33.478,24076.06,,,,,,,,,
6/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33,3.056,33.494,,35679.3,4870.24,80699.4,,,,,,
6/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26,3.094,33.501,18843.6,,,,,,,,,
6/26/2013,0.08,,0.08,,0.08,,0.08,0.217,,0.179,,0.192,,0.196,0.396,0.414,0.381,0.351,0.227,0.324,0.349,3.808,3.855,3.712,3.712,3.617,3.712,3.736,27.476,30.528,27.476,26.088,26.365,29.97327383,27.984,20.146,3.307,33.501,,28270.6,1906.11,93697.63,10.46936/10.25585/60001365,Newport_SRmetag_130626.NP1,1308810,HPBYH,1308676,
6/27/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.781,3.549,33.419,28533.38,,,,,,,,,
6/28/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.673,3.603,33.456,,37634.18,2827.76,87997.44,,,,,,
6/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.819,3.61,33.469,,,,,,,,,,
6/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.039,4.066,33.48,27366.42,,,,,,,,,
7/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.429,4.985,33.472,,37894.91,1645.25,84370.65,,,,,,
7/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.493,3.673,33.497,21613.79,,,,,,,,,
7/3/2013,0.08,,0.08,,0.08,,0.08,0.243,,0.174,,0.169,,0.195,0.289,0.268,0.253,0.235,0.254,0.256,0.259,3.594,3.546,3.736,3.641,3.689,3.617,3.637,28.863,28.863,27.476,28.586,28.031,29.4182132,28.539,20.535,3.782,33.502,,32188.06,0,87732.58,,,,,,
7/4/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.02,4.12,33.498,19182.53,,,,,,,,,
7/5/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.082,4.502,33.49,,29721.41,4049.89,67273.99,,,,,,
7/6/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.212,5.482,33.501,,,,,,,,,,
7/7/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.395,5.688,33.535,17733.74,,,,,,,,,
7/8/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.822,5.471,33.5,,28192.15,2332.46,118123.23,,,,,,
7/9/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.322,5.005,33.463,22559.67,,,,,,,,,
7/10/2013,0.559,,0.452,,0.597,,0.536,0.279,,0.254,,0.273,,0.269,0.39,0.426,0.421,0.401,0.473,0.48,0.432,5.545,5.307,5.426,5.807,5.497,5.307,5.481,45.793,48.568,46.625,51.066,53.286,45.23744106,48.429,17.793,4.929,33.429,,36665.21,3164.18,79690.89,10.46936/10.25585/60001365,Newport_SRmetag_130710.NP2,1308811,HSWUA,1308678,
7/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.154,5.334,33.396,17491.47,,,,,,,,,
7/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.801,5.468,33.417,,23643.55,1815.29,69951.75,,,,,,
7/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.113,3.193,33.459,,,,,,,,,,
7/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.882,3.342,33.446,15820.97,,,,,,,,,
7/15/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.569,3.482,33.456,,19266.62,3478.95,182404.97,,,,,,
7/16/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.236,3.26,33.486,31173.31,,,,,,,,,
7/17/2013,0.08,,0.08,,0.08,,0.08,0.304,,0.264,,0.285,,0.284,0.321,0.31,0.326,0.305,0.339,0.313,0.319,4.664,4.783,5.093,5.117,4.807,5.236,4.95,38.854,34.136,41.074,37.189,41.074,38.57671354,38.484,20.266,2.864,33.444,,42198.47,0,211603.43,,,,,,
7/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.231,2.623,33.554,,,,,,,,,,
7/19/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25,2.742,33.47,,,,,,,,,,
7/20/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.411,2.702,33.506,,,,,,,,,,
7/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.309,1.495,33.576,,,,,,,,,,
7/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.197,1.297,33.591,,,,,,,,,,
7/23/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.304,2.216,33.54,,,,,,,,,,
7/24/2013,0.08,,0.08,,0.08,,0.08,0.289,,0.244,,0.215,,0.249,0.277,0.262,0.275,0.271,0.299,0.286,0.278,4.188,3.594,3.95,3.712,4.331,3.665,3.907,32.194,28.863,29.418,26.643,37.467,27.75303132,30.39,18.913,2.442,33.54,,,,,10.46936/10.25585/60001365,Newport_SRmetag_130724.NP2,1308812,HXUUZ,1308680,
7/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.025,3.698,33.498,,,,,,,,,,
7/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.847,6.082,33.478,,,,,,,,,,
7/27/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.804,6.97,33.475,,,,,,,,,,
7/28/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.876,9.239,33.472,,,,,,,,,,
7/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.953,8.304,33.467,,,,,,,,,,
7/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.269,7.548,33.433,1217.39,,,,,,,,,
7/31/2013,0.898,,0.7,,1.336,,0.978,0.165,,0.138,,0.186,,0.163,0.515,0.563,0.568,0.521,0.534,0.564,0.544,7.473,8.401,8.21,8.591,8.163,8.306,8.191,48.013,60.502,55.229,58.559,51.898,59.11395672,55.552,17.24,8.46,33.448,,4922.55,0,106148.76,10.46936/10.25585/60001365,Newport_SRmetag_130731.NP1,1309303,HSXBP,1309208,
8/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.225,10.738,33.43,26551.84,,,,,,,,,
8/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.046,14.24,33.426,,44380.65,16922.53,120143,,,,,,
8/3/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.479,13.357,33.424,,,,,,,,,,
8/4/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.244,15.508,33.446,10732.4,,,,,,,,,
8/5/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.655,16.78,33.427,,18630.55,9030.93,84491.34,,,,,,
8/6/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.654,15.863,33.418,7218.47,,,,,,,,,
8/7/2013,0.08,,0.08,,0.08,,0.08,0.227,,0.244,,0.203,,0.225,0.23,0.249,0.239,,0.238,,0.239,3.998,2.808,4.188,2.618,3.427,2.713,3.292,23.313,23.035,21.925,21.647,21.37,24.14513725,22.572,18.466,16.404,33.423,,12724.46,6257.24,48650.4,10.46936/10.25585/60001365,Newport_SRmetag_130807.NP2,1308813,HSZAX,1308682,
8/8/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.983,14.262,33.41,10992,,,,,,,,,
8/9/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.017,13.682,33.396,,18100.4,8543.39,63513.21,,,,,,
8/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14,13.844,33.338,,,,,,,,,,
8/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.408,13.663,33.334,15785.61,,,,,,,,,
8/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.987,15.316,33.325,,22959.78,3355.3,53528.65,,,,,,
8/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.599,16.894,33.317,1334.55,,,,,,,,,
8/14/2013,0.08,,0.08,,0.08,,0.08,0.258,,0.259,,0.244,,0.254,0.369,0.397,0.357,0.352,0.315,0.351,0.357,,5.64,,5.307,,5.569,5.505,,35.801,49.123,36.634,,36.07894072,39.409,17.971,17.503,33.316,,4944.75,0,77636.11,10.46936/10.25585/60001365,Newport_SRmetag_130814.NP2,1309310,HSXBZ,1309222,
8/15/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.819,18.318,33.325,23806.95,,,,,,,,,
8/16/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.405,19.478,33.336,,34019.67,4702.1,102453.73,,,,,,
8/17/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.105,20.792,33.333,,,,,,,,,,
8/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.343,20.562,33.297,10529.16,,,,,,,,,
8/19/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.486,18.133,33.332,,15240.98,2824.19,79828.57,,,,,,
8/20/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.478,14.342,33.342,,,,,,,,,,
8/21/2013,0.08,,0.08,,0.08,,0.08,0.33,,0.31,,0.302,,0.314,0.257,0.255,0.249,0.255,0.245,0.29,0.258,,4.641,,5.426,,4.998,5.021,,31.361,,30.528,26.92,34.41375884,30.806,18.32,13.905,33.311,,,,,,,,,,
8/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.896,12.988,33.228,15923.21,,,,,,,,,
8/23/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941,13.4,33.221,,25602.26,2994.53,101609.54,,,,,,
8/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.602,13.055,33.204,,,,,,,,,,
8/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.974,13.91,33.18,16664.37,,,,,,,,,
8/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.633,12.588,33.183,,24000.9,1966.78,88823.3,,,,,,
8/27/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.997,12.821,33.195,837.28,,,,,,,,,
8/28/2013,0.08,,0.08,,0.08,,0.08,0.33,,0.32,,0.308,,0.319,0.298,0.246,0.295,0.245,0.302,0.26,0.274,4.022,,4.069,3.451,4.212,3.165,3.784,29.696,,30.806,22.757,30.251,21.64736443,27.031,18.832,13.026,33.228,,3135.45,0,134716.13,,,,,,
8/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.617,15.944,33.18,17016.53,,,,,,,,,
8/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.783,8.041,33.174,,28158.73,3637.99,177612.96,,,,,,
8/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.713,8.418,33.179,,,,,,,,,,
9/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.127,9.016,33.166,,,,,,,,,,
9/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,7.164,33.159,,,,,,,,,,
9/3/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.378,6.689,33.165,9766.82,,,,,,,,,
9/4/2013,0.08,,0.08,,0.08,,0.08,0.273,,0.259,,0.256,,0.263,0.141,0.369,,,0.155,0.316,0.245,3.76,6.473,,6.021,2.642,5.593,4.898,19.982,52.731,,55.229,15.819,49.40039576,38.632,17.779,6.136,33.166,,17435.85,4074.07,95125.45,,,,,,
9/5/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.924,5.084,33.152,,,,,,,,,,
9/6/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.969,4.897,33.132,,,,,,,,,,
9/7/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.123,5.242,33.123,,,,,,,,,,
9/8/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.849,3.754,33.1,,,,,,,,,,
9/9/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81,4.209,33.088,,,,,,,,,,
9/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.417,3.601,33.054,17392.04,,,,,,,,,
9/11/2013,0.08,,0.08,,0.08,,0.08,0.266,,0.315,,0.344,,0.308,0.246,0.261,,,0.236,0.257,0.25,,5.164,,5.164,3.831,4.474,4.658,,32.471,,30.806,22.48,28.30809195,28.516,15.57,3.047,33.05,,26994.24,13729.66,102180.18,10.46936/10.25585/60001365,Newport_SRmetag_130911.NP2,1309311,HSXCA,1309224,
9/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.621,2.765,33.041,,,,,,,,,,
9/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,1.957,33.016,,,,,,,,,,
9/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.501,1.705,33.009,,,,,,,,,,
9/15/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.569,32.987,,,,,,,,,,
9/16/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.839,1.224,32.992,,,,,,,,,,
9/17/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.324,1.005,33.002,11217.82,,,,,,,,,
9/18/2013,0.08,,0.08,,0.08,,0.08,0.197,,0.17,,0.278,,0.215,0.11,0.119,,,0.101,0.129,0.115,1.642,,1.975,2.642,2.903,3.141,2.461,8.881,,11.656,13.599,9.436,13.59898535,11.434,18.367,0.884,33.047,,15723.87,5951.55,65048.93,,,,,,
9/19/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.952,1.007,33.101,,,,,,,,,,
9/20/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.601,1.07,33.224,,,,,,,,,,
9/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78,0.95,33.222,,,,,,,,,,
9/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.875,0.869,33.197,,,,,,,,,,
9/23/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.886,1.015,33.101,,,,,,,,,,
9/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.411,0.603,33.075,2020.36,,,,,,,,,
9/25/2013,0.08,,0.08,,0.08,,0.08,0.247,,0.219,,0.311,,0.259,,,0.217,0.212,0.215,0.234,0.22,3.784,3.784,3.57,3.831,3.736,3.641,3.724,24.145,23.59,21.925,22.48,22.757,23.86760694,23.128,18.316,0.477,33.059,,3445.77,487.4,137109.12,,,,,,
9/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.801,0.344,33.089,,,,,,,,,,
9/27/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25,0.258,33.083,,,,,,,,,,
9/28/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.678,0.165,33.134,,,,,,,,,,
9/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.526,0.151,33.122,,,,,,,,,,
9/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.282,0.15,33.127,,,,,,,,,,
10/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.865,0.152,33.131,4907.27,,,,,,,,,
10/2/2013,0.08,,0.08,,0.08,,0.08,0.179,,0.14,,0.245,,0.188,,,0.222,0.196,0.201,0.22,0.21,2.903,2.166,2.951,3.522,3.26,2.023,2.804,21.092,25.533,20.537,34.691,22.757,22.75748569,24.561,20.22,0.141,33.167,,11130.93,4497.74,61247.25,10.46936/10.25585/60001365,Newport_SRmetag_131002.NP2,1308814,HSZAY,1308684,
10/3/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.527,0.136,33.2,,,,,,,,,,
10/4/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33,0.125,33.187,,,,,,,,,,
10/5/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.268,0.103,33.172,,,,,,,,,,
10/6/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.183,0.087,33.183,,,,,,,,,,
10/7/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.903,0.077,33.174,,,,,,,,,,
10/8/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.105,0.07,33.136,1087.77,,,,,,,,,
10/9/2013,0.08,,0.08,,0.08,,0.08,0.142,,0.109,,0.223,,0.158,0.183,0.278,0.202,0.214,0.217,0.203,0.216,2.57,3.76,,3.927,5.021,2.975,3.651,27.753,21.647,,22.48,,29.69574352,25.394,19.426,1.516,33.632,,2943.27,148.57,61688.25,,,,,,
10/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.769,2.272,33.54,,,,,,,,,,
10/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.323,1.883,33.597,,,,,,,,,,
10/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.428,2.431,33.57,,,,,,,,,,
10/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.454,2.35,33.565,,,,,,,,,,
10/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,1.817,33.567,,,,,,,,,,
10/15/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.912,2.245,33.553,,,,,,,,,,
10/16/2013,0.08,,0.08,,0.08,,0.08,0.222,,0.189,,0.295,,0.235,0.246,0.261,0.236,0.25,0.203,0.248,0.241,2.642,4.141,3.332,4.617,3.974,5.14,3.974,21.37,28.308,30.528,28.586,28.586,28.03056164,27.568,18.509,1.44,33.573,,,,,10.46936/10.25585/60001365,Newport_SRmetag_131016.NP2,1309305,HSXBT,1309212,
10/17/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.056,1.545,33.572,,,,,,,,,,
10/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.299,1.457,33.568,,,,,,,,,,
10/19/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.409,1.508,33.57,,,,,,,,,,
10/20/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,1.475,33.58,,,,,,,,,,
10/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,1.502,33.588,,,,,,,,,,
10/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.647,1.643,33.589,22583.79,,,,,,,,,
10/23/2013,0.24,,0.113,,0.08,,0.144,0.353,,0.292,,0.382,,0.342,0.286,0.31,0.304,0.313,0.322,0.316,0.309,3.76,,,4.331,,5.807,4.633,31.916,,,29.973,,31.63845571,31.176,18.085,2.238,33.548,,33353.41,7723.89,121200.4,,,,,,
10/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.348,2.717,33.503,,,,,,,,,,
10/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.348,2.425,33.497,,,,,,,,,,
10/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.151,2.942,33.485,,,,,,,,,,
10/27/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.58,2.485,33.478,,,,,,,,,,
10/28/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.375,3.164,33.477,,,,,,,,,,
10/29/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.055,2.543,33.504,,,,,,,,,,
10/30/2013,0.91,,0.742,,0.756,,0.803,0.334,,0.286,,0.377,,0.332,0.241,0.232,0.238,0.266,0.245,0.304,0.254,4.855,,4.641,3.927,4.76,4.498,4.536,26.643,,26.365,24.7,24.145,22.75748569,24.922,16.686,2.199,33.522,,36720.84,5273.05,0,10.46936/10.25585/60001365,Newport_SRmetag_131030.NP2,1309304,HSXBS,1309210,
10/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.297,2.345,33.488,,,,,,,,,,
11/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.734,2.481,33.448,,,,,,,,,,
11/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.686,3.102,33.439,,,,,,,,,,
11/3/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.746,1.54,33.472,,,,,,,,,,
11/4/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,1.117,33.557,,,,,,,,,,
11/5/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.242,1.244,33.572,29347.95,,,,,,,,,
11/6/2013,0.08,,0.203,,,,0.142,0.229,,0.201,,0.289,,0.24,0.158,0.294,,,0.157,0.312,0.23,2.856,4.926,2.618,4.879,3.379,4.046,3.784,14.154,42.462,13.599,41.907,16.652,37.18906198,27.661,17.748,1.05,33.612,,4067.35,12146.91,44391.45,,,,,,
11/7/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.907,1.334,33.616,,,,,,,,,,
11/8/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37,1.632,33.598,,,,,,,,,,
11/9/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.634,1.151,33.601,,,,,,,,,,
11/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.545,1.214,33.594,,,,,,,,,,
11/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.302,1.128,33.57,,,,,,,,,,
11/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.504,1.193,33.58,,,,,,,,,,
11/13/2013,0.179,,0.08,,0.08,,0.113,0.266,,0.243,,0.36,,0.29,0.133,,0.134,0.176,0.17,0.178,0.158,3.189,2.808,2.856,2.07,3.403,2.832,2.86,13.044,11.656,10.824,13.877,12.766,13.04392472,12.535,17.191,1.667,33.565,,,,,10.46936/10.25585/60001365,Newport_SRmetag_131113.NP1,1308815,HSWUC,1308686,
11/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.228,1.872,33.511,,,,,,,,,,
11/15/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.421,1.563,33.527,,,,,,,,,,
11/16/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.406,1.838,33.55,,,,,,,,,,
11/17/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,1.226,33.566,,,,,,,,,,
11/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.419,1.451,33.565,,,,,,,,,,
11/19/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.476,1.924,33.568,2391.78,,,,,,,,,
11/20/2013,0.406,,0.08,,0.312,,0.266,0.315,,0.243,,0.377,,0.312,0.198,0.227,0.181,0.214,0.221,0.268,0.218,3.356,4.76,3.356,3.641,3.189,3.213,3.586,20.537,19.427,20.537,22.48,19.982,21.36983412,20.722,17.202,2.108,33.557,,15899.88,14050.44,57523.77,,,,,,
11/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.794,1.101,33.569,,,,,,,,,,
11/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.384,2.082,33.51,,,,,,,,,,
11/23/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.611,2.026,33.522,,,,,,,,,,
11/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.496,2.469,33.519,,,,,,,,,,
11/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.231,2.707,33.506,,,,,,,,,,
11/26/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.273,3.624,33.492,,,,,,,,,,
